Factorisations Of Cunningham Numbers C-(5,n) = 5^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            167597261761.241931001601.3666499598977.909456847814334401.24625444126052524088217281.961329567826437419512\
            25664001.46957667265666758402894952584920394200961.6258266324069263267587145223441885541709510944641.337864\
            87803728531919277441791678557990160649849731871941121.14263162237265056135073034024191895464606615364468066\
            0761722965506335674658988158624118732507866603295855752524060161
 641     0  
 642    24  2^3.3^2.7.31.643.6421.35311.80251.3482851.5486016363791.35411885288978941.172163150940018661.71743317108801\
            6374418821.2303573383935650005163767.273860673667943993469496783.15508073443324126840152709489.475371282125\
            4698015771925989227.388901052230014194434133688780424918707.20443868142068652573301499135150262442271499697\
            9.159745355677531226795726527119537776550594226912629399294136965936054647.60724059608749482246587664069155\
            70142830900385022525392267288527692798450876668755709
 643     0  
 644    25  2^4.3.13.29.47.449.1289.8971.19531.116243.424397.234750601.332207361361.42272797713043.4195885464702037.119\
            8400376705575705576881.5465713352000770660547109750601.12658289026799429610110288303852317.3745820018473156\
            0512972757879121310733.26899349997140119581293028669783024914275139187299799907195037041.189604853306304586\
            0872642354843501751336698535985573963489967110073736080198781935695267.146938674667821698939790140544890177\
            855634270543389059647071922199454271085510730718993828121
 645    23  2^2.11.31.71.181.431.1291.1741.18471511.144982241.1269509641.1644512641.1273316896028212631.172827552198815\
            888791.4144987978415039132191.43955934961951833386625799.51349797354047205216257689.14767232319343665472963\
            39034741.3118954401781386053150022153343306501.562333383604492247021643282127779941952188154879091.14100541\
            201973609621116340293054216571892383095715084191.9594933623248815483007894772716470998349198971647106064875\
            57936832236103398511610069611863919446126615123321515674361
 646    24  2^3.3.191.409.647.761.3061.6271.18089.19609.213029.3981071.41540861.466344409.3247691391126251.727007771958\
            290921190121741.1106833331463912890399339855877003093911395487.82402564233362147261225360749115202564325869\
            0550015151.708062099953126128600812802478694643865554550280893749088603.45200753003655258224159732961092008\
            78340148487916084028121991.361852038737893203912320967309328726432558549326348688107031007.1329811503240624\
            54692451481044833258173562011479994362058454095433879531
 647     0  
 648    49  2^5.3^5.7.13.19.31.37.73.109.163.271.313.487.601.829.1783.4159.4861.5023.5167.31051.73009.390001.543097.185\
            3281.3314953.6597973.16018507.1503418321.36280398313.503731168597.209290024478377.13012873776055827785521.1\
            4551915228363037109375001.720314410420100602530036001.2066067271380136212224701233463.114196978463809559820\
            26777206637491.177309277461360218309390137951788241.8492577938450345455181723282785204933.14448621958263887\
            100257660421295942561.17709835191653279747084490102037222907770443239248416682814366713
 649     0  
 650    31  2^3.3.11.71.101.131.251.401.521.1301.1901.5227.18461.38923.1659451.9384251.305175781.2024275501.31306627301.
            50150933101.15188886343541.1034150930241911.15199221608544481.20986207825565581.142816611356873351.16413953\
            17366745868848220671801.476966369362409096031576235949383293162379490336802701.3049424873250358276719616014\
            007294882612045943602229962865201.6866837875902393346346174166579908610045243487648507443840950252904489673\
            814054602893284460016909117607975222836293735144161064798831211382415901
 651     0  
 652    23  2^4.3.13.653.2609.4599209.40100609.189895001.675775181.1981740926993660561.6582151087844246659.232883519855\
            17693013.286075553470422974507.25666218950437934848265249.721493104094461397911450801.836678744221945580045\
            751077.102556399583828574447011133455059.2541462766396986870745222882425433052891.3484974835501154425442243\
            79540353249271092076223.17389531673977096025197595987964244602832297170567270818582423025433160410187508952\
            2967119390709375564973172613016549320587592593688639357837
 653     0  
 654    23  2^3.3^2.7.31.1091.19403.1007161.1528399.3900606421.10787032338307.16566453047149.24753046968859330729.40463\
            22895447485867367.29680517470861398776947048909.23801279212976547698450531783389.25708343263849260582209197\
            82123933663342371.3617509684166728982433372138866223619511385223.327076846727095162816783383573736222172072\
            25350621.2293559892404294400692399012979688850301546383400890423075969.763647668241132891223590891836932419\
            949457527228158313597585210190750203503330612300391312554457231
 655    20  2^2.11.71.2621.14411.18341.592121.601291.23928199.34720241.51703081.2304799900471.16815642611861.7997263879\
            96561.9401087165312249425680125005501.18890996177400050445796057359872326454156186975971421.250805666433416\
            532678429525124977090318975999001796354124089.1326621606661522333457219733883668093039881271483248096986376\
            117707136491182497475724734857211689137681.1103437805259166931367275637728939231021700192729014628060985131\
            795152772705624893363875003142595803189894839719794759702251
 656    32  2^6.3.13.17.83.313.2953.11489.17713.43543.193357.221401.6355001.20907377.2238236249.811755457273.1148205782\
            281.9472026608675509.5079304643216687969.46964872205858855033.2211877372577215640856618933593.5637307895272\
            2628530598981268453.94877599143390227898211503024977.6610600308177707547653044400736535499160769.2743364555\
            2988324082351418770817073340037603441.15914295375933233944181803813597505865874635752388929.126653326888698\
            83299385182963163475289482712421859238260484825587837069368838482791313
 657     0  
 658    20  2^3.3.29.449.659.2069.6581.19531.15888756269.2549057618736721.3602372010909260861.13563720869035756711741.1\
            5957217104409233285978673415179.19140345898931565956181098154647.177635683940025046467781066894531.36256632\
            21570350634568091041714437127962087908478575591859134630145357912199.26260006083469442872923923961750824424\
            140284684245157845565304492699971734367219.1493442842474286652578939886870086476944075737466603418264805128\
            7901777005165867393699748019015326702306474892687805486092843
 659     0  
 660    53  2^4.3^2.7.11^2.13.23.31.41.61.67.71.89.181.199.331.521.601.661.1321.1453.1741.2281.2311.5281.7621.9161.1035\
            11.245521.511831.595123.1458601.9651181.12207031.65628751.69566521.190295821.190771747.4411608961.386478495\
            679.1030330938209.2802204291103029121.6509387183417404924784917.9867165115635267180926131.13585095374919980\
            427914311.85725237432926769781584361.10910444855403996246103496881.1089523680119793204286953402282384085762\
            6381681.1129003699653768493610846207061488578474484314916930100729417396519638407021348100079394478099858521
 661     0  
 662    14  2^3.3.48989.274069.404483.35098027085436321411407.67440292875072467734808551587718580464816759.141112104541\
            733856106296850936798990544389413081573359.36660509879767573074043387529034539467473550476763301654073761.1\
            638057816253571607794631540346969382009402306700667350436827385659369391.1470321160316895871831995908498041\
            19296868324213198159611868120979439312119595150567.13594602376794742482612555521777083293230485042426201141\
            135223002713087327375720957979504923159697035594719903
 663     0  
 664    22  2^5.3.13.167.313.997.4649.20515111.2058554713.99006230951147470700089.1431185706701868962383741.40296661088\
            40585686296627.88040095945103834627376781.65438094203676554432094356953.2560787702841639767474730913969.922\
            04567651115096086964349490379361.89604565771293326424021172938860547460346220080810129516429434603729324366\
            01305246853.14700144833159050221163490721178449615563190719170040409328540173821174945928242949080186442164\
            36769630578793400122034542206032695378615531176143974429665569
 665    27  2^2.11.71.191.211.631.2851.4201.6271.9311.19531.65171.281429.347131.3981071.4113691.85280581.3257947519.152\
            317058321.1245576402371959291.11600321878916922053491.29090007107767075239783794592001366542871.42636151566\
            7769851699539882056479395496411.197093734279293731287445626494587381600438850930731.13792335020341836679298\
