Factorisations Of Cunningham/Mersenne Numbers C-(2,n) = M(n) = 2^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            877470306072068655902413162916380964479057367144710444905514865617548944617905483
 903    13  7^2.127.337.431.9719.490631.514711.2099863.365505823711978039310711.11053036065049294753459639.203369524913\
            72732458100553842885784919705927999.17667958560952357073839048530003222657463611355176480269685867929049324\
            8637975181698375345266071339451988060044492896355388096556042081983225060241
 904    19  3.5.17.227.3391.9041.23279.48817.58309.65993.1868569.2362153.636190001.30500013280577.1066818132868207.4910\
            03369344660409.15079116213901326178369.10384593717069655112945804582584321.24808049571982500287080570461347\
            15162580217174841698341177678467976358037638627697229748833079974029669969423384495713
 905     9  31.43441.121271.1164193.7648337.1163487911.7923871097285295625344647665764672671.50620094494730690929551913\
            249948101083228214631.3985780530199002484848946410695524073566420419110150021554441203755509923398395141147\
            83311938330588905649621355978587061168712835401078826700413589317332841
 906    17  3^2.7.907.18121.55871.165799.2332951.70089067.790468905817.18717738334417.5667228215161742851.1302216832385\
            373385027.7289088383388253664437433.50834050824100779677306460621499.57892974443432218625967311029199599579\
            63.1472569697984933610350093844623116623743774608299938377008397129155903438335887
 907     4  1170031.3256645177.131895016205024767.215283065997568683099233973284054677222183014718529995758499062697662\
            34752644839784319070342052736818507741645408523007282334050578369858599871691377373534567848170469916322227\
            33053023853584283587054957654936864544191287960435736268610880263
 908    14  3.5.5449.297371.83132849.694512857.5661492593.26986333437777017.3454631579714210387.45657954125007251282407\
            34773.121090008650245240545321284919376582913.9447623200404223747744805461919020208953.69982170658265444713\
            117545258712031103399659.7992177738205979626491506950867720953545660121688631
 909     7  7.73.607.7432339208719.341117531003194129.1512768222413735255864403005264105839324374778520631853993.363793\
            14576490897170519740174826618310246103953906296109550968369890654784989879639668664540946702828098705949763\
            12548149976917222439736562085616362635853024752959363347811766891001
 910    28  3.11.31.43.71.127.131.281.911.2731.8191.86171.122921.131041.200201.224771.409891.1210483.7623851.112901153.
            1185685411.23140471537.25829691707.39537592800161.145295143558111.171525190684121.3270614785095569680755235\
            86322717436918466721.4774797453608343803270988984332214098351782527747577456028391624903856636676854631
 911     4  1823.26129303.201955048939840841121786425435009.17995206763582638362491167739830937760677317881047979767555\
            22863204273973214237799542669775253771301268617374756896653578445267522764696603459866460147715295527356171\
            742430813085374395309929925098792998479072683867643648045147452807
 912    34  3^2.5.7.13.17.97.229.241.257.457.571.673.1217.27361.32377.90289.131101.148961.160969.174763.524287.525313.1\
            212847.160465489.9036489073.275415303169.24517014940753.69394460463940481.1459574594862075553.1169955781771\
            7358904481.320507768196690588004609.29034057164920993379000074993.10672521240736705445785972167937243325939\
            15233
 913     7  23.89.167.35913067887863.57912614113275649087721.1502297520955824711663581404232516491944961474670961348169\
            37630966207476089227936427945235886321.64829116253605542056095025469231775503263429103242364656120020837733\
            7130686490559931120880015470525955911617558175118625901787191654364873
 914     5  3.150327409.6885357560205319573060633896800918448254904729193.180160784963046309016951710213374310269101720\
            81072177047327272213360916760459792809305587.24755394196899297849353193444494098982911650973237145786509430\
            35813830300993611462717419801770460539016610145009605554380104535919
 915    17  7.31.151.367.1831.2441.4271.55633.270841.360511.484074637694471.2305843009213693951.37201708625305146303973\
            352041.95805951836468022966692945378791.8013930086014783164580302226587271.36437184805397312840038029362441\
            7256758401.19120725947222519095879164245102731413110415053568518849342625278699572681
 916    17  3.5.2749.1504073.5523481.18754643.20492753.602633653.33074236421.84948746297.6211454306149.5983345746497018\
            3.44185520789894155033573.979593335915791354913977669.21535805979875847804128272826013997.46779512018758372\
            3534280000348743236593.15333417141003794339164342447265426158851946182451963484372297
 917    11  127.263.5503.229268017217.57193908443040877545241.161226249164751695652113.573472334735477809996357383167.1\
            0350794431055162386718619237468234569.3150916688576664143611069445209929619169.1834411318030227621304277229\
            62952171341869050463.830994679927118905682507725258166370977410536910503701977
 918    30  3^4.7.19.73.103.307.919.2143.2857.3673.6529.11119.43691.87211.98227.123931.131071.262657.26159806891.274391\
            22228481.33204917536003441.407770693450231393.572404735191016891.24418671951944649151.755824884241793470834\
            38319.72665575884323021522460727660186327381229881.49848448234572624009465371493197779785120970152607
 919     3  33554520197234177.15265107408270541810527548134910813006043291848346758028974403075473530214613255693036314\
            9457078636855455429731914714272974721.865197224619933841837007366307939597646479749067444492477633169221316\
            684482535898528285342696392522185018693261171052634586455801136511
 920    30  3.5^2.11.17.31.41.47.277.461.691.1013.1657.5981.14951.30269.61681.178481.2796203.4036961.15096281.102162274\
            1.1884103651.7834788541.345767385170491.2646507710984041.359006912765190408181.291280009243618888211558641.
            254697295909573204954870539927521.38270370273627701558694122020168438884826027965104715922556374000428385841
 921    10  7.14608903.85724839.85798519.23487583303.78952752017.1240718764955671.7718960266212068280249289.11217747647\
            4470525577861298937835338545723093134076373561.118298833841838035556173978097382851742098099816320889928880\
            09340082737492358515839427961249270718884790207379104927217354645342358390399
 922    11  3.2767.99577.110641.4776428166707.108902775905377.358228856441770927.7099353734763245383.101722858716102221\
            8598932642491638987.340463734626779075359487007554818745945247112614613829537926067651.84613460923652743293\
            5428641453947808692744612842997575850108349114305165850593069285923876628410633
 923     8  1847.8191.228479.48544121.212885833.5619297841.7308406721600915975493042444655703398226218153777649.4833344\
            20366092585037278640079743136772606959936505112967678745309469594041950602904729306984339292908519818090336\
            10906444151406024168255400789790820887392114978255633218574503478184221017
 924    38  3^2.5.7^2.13.23.29.43.67.89.113.127.337.397.463.617.683.1429.2113.5419.8317.14323.14449.20857.78233.312709.
            599479.4327489.869467061.3019242689.35532364099.76096559910757.581283643249112959.7018079616527704034924570\
            3851057.4982397651178256151338302204762057.365212445341097287826412838353955921.393100295611164824537872847\
            5226109181
 925    10  31.223.601.1801.27281951.616318177.1587855697992791.7248808599285760001152755641.86759605608601233853529454\
            601.2257436864072202827294931470522533993043285627898784505166969671947021541106719772338571902055896447365\
            119452059422036426917626910690428254442309879428329624267910530161312222097351
 926    11  3.11113.3407681.448747600991881.2356759188941953.76834966209858049526107.239932071009857681156251129.385606\
            580062688087218266143.88119307925269041107418404833666787.1514826404378511134866506949536062375261694797347\
            1649653354617.497532604551403800659718805165333685595913106186792454026995210139
 927    13  7.73.46351.2033839.2550183799.22229194879.312842300671.1953272766780718501831.3976656429941438590393.156113\
            2657829329085404515097.16549888083084083065824727273.7521737478732572053581227840017636545169.8797407446327\
            32726735603688644723834968599141530812429576685148083081214374014571985038046112889
